,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
1434,0,debt_consolidation,0.23,370.25,11.8395,19.02,644,12402.3,11004,61.1,5,2,1,1
1435,1,all_other,0.23,738.68,11.1691,26.06,776,8084.4,4649,74.6,6,2,1,0
1436,0,credit_card,0.23,661.73,11.6967,19.81,672,5654.8,33268,11.9,6,2,0,1
1437,0,small_business,0.23,855.28,10.684,1.09,728,7471.2,52064,76.1,4,0,0,1
1438,1,home_improvement,0.2298,412.96,10.4557,29.11,762,9092.9,18091,20.8,1,0,1,0
1439,1,home_improvement,0.23,651.63,10.7646,4.19,746,13135.0,46799,87.7,5,1,0,1
1440,0,educational,0.23,615.54,10.2045,6.98,687,2518.8,32614,24.5,5,1,1,1
1441,0,home_improvement,0.23,234.49,11.1901,29.25,703,15430.2,15268,49.2,3,2,0,0
1442,0,all_other,0.23,308.05,10.6685,23.13,720,3168.5,3701,48.7,5,2,0,1
1443,1,debt_consolidation,0.23,500.36,10.4969,28.1,628,5461.7,46995,26.9,1,0,0,1
1444,0,all_other,0.23,727.16,11.1992,24.2,772,17891.0,1374,36.2,6,0,1,1
1445,1,educational,0.23,442.54,10.2138,19.55,640,4233.5,25329,18.6,0,0,1,1
1446,0,home_improvement,0.23,243.58,11.3623,8.54,716,2719.4,2055,57.0,6,0,1,1
1447,0,educational,0.2178,894.45,10.613,9.81,757,11852.9,46531,91.3,6,2,0,0
1448,1,home_improvement,0.23,148.24,11.5955,28.42,636,7683.2,59389,31.7,5,0,1,1
1449,0,home_improvement,0.204,862.51,10.6644,25.82,829,2561.2,19380,50.8,6,2,0,0
1450,0,home_improvement,0.23,737.69,11.2791,10.78,699,1063.6,18816,86.2,7,1,1,1
1451,1,home_improvement,0.23,763.06,11.0077,11.2,623,2345.7,33879,45.2,1,0,0,1
1452,1,debt_consolidation,0.23,725.68,11.3463,8.93,758,9886.5,30119,83.1,4,2,1,0
1453,0,debt_consolidation,0.23,226.95,10.966,9.78,737,4925.2,22896,44.6,5,1,1,1
1454,1,home_improvement,0.23,587.7,9.902,25.82,754,14218.4,21952,44.0,7,0,0,0
1455,1,small_business,0.2165,693.24,11.5053,0.32,777,15577.6,11260,15.7,5,0,1,1
1456,1,home_improvement,0.23,683.83,10.8474,13.08,719,3462.2,15045,12.5,4,1,1,0
1457,0,home_improvement,0.217,280.83,11.3737,28.29,793,6729.3,35137,61.1,4,0,0,0
1458,1,all_other,0.23,203.95,11.3141,16.28,697,3491.8,44063,82.7,1,1,0,1
1459,0,small_business,0.23,328.9,10.436,13.51,734,5873.8,45049,13.5,2,1,0,0
1460,1,small_business,0.23,457.87,10.3511,9.37,653,5066.5,30988,91.0,3,0,0,1
1461,1,debt_consolidation,0.23,537.71,11.2932,2.22,750,14376.7,45186,35.9,7,0,1,1
1462,0,home_improvement,0.23,761.41,10.7181,6.73,674,6873.2,35520,42.5,6,1,1,1
1463,1,small_business,0.2165,703.68,11.4619,2.71,766,9424.6,21377,89.4,5,1,1,0
1464,0,major_purchase,0.23,624.73,10.7931,3.8,788,12456.2,21201,89.6,0,0,0,0
1465,0,all_other,0.23,273.97,11.514,4.91,800,14978.4,31122,52.5,5,0,0,0
1466,1,educational,0.2275,457.05,11.154,9.06,815,6120.6,18459,27.7,3,0,1,0
1467,1,small_business,0.23,335.12,11.0728,0.33,645,4556.8,45826,17.2,5,2,0,1
1468,1,home_improvement,0.23,249.69,10.6756,28.5,648,17633.7,11111,27.2,3,2,1,0
1469,1,small_business,0.2162,58.71,11.0395,3.71,814,6442.5,3269,78.1,5,1,1,0
1470,1,educational,0.23,338.54,11.6157,11.49,699,12408.2,29468,32.5,1,1,1,0
1471,0,credit_card,0.23,267.7,10.8675,26.39,625,12523.3,4313,69.5,1,0,1,1
1472,1,credit_card,0.23,536.12,11.2187,3.2,680,9738.5,11495,19.5,1,0,1,0
1473,0,home_improvement,0.23,102.96,10.9278,14.51,795,4883.6,22573,47.9,7,2,0,1
1474,0,debt_consolidation,0.23,279.94,10.9748,25.34,694,3404.8,250,35.2,0,0,1,0
1475,0,major_purchase,0.23,88.05,11.934,16.71,636,9279.3,13408,50.4,2,2,0,0
1476,0,educational,0.23,595.21,11.621,6.31,771,9685.8,32686,57.0,2,0,0,0
1477,0,small_business,0.23,532.96,10.9476,22.07,660,14147.2,22478,99.1,6,0,0,1
1478,1,educational,0.23,336.86,11.0287,20.44,694,13067.2,53781,90.0,2,2,1,1
1479,1,debt_consolidation,0.23,175.23,10.4789,10.87,620,16504.7,5625,69.6,7,2,0,0
1480,0,small_business,0.23,864.23,10.7962,1.39,746,17504.6,43183,15.4,7,2,1,0
1481,0,home_improvement,0.23,546.73,11.0856,0.24,713,13373.5,35520,91.9,5,0,0,0
1482,1,credit_card,0.2208,627.25,11.4104,24.76,802,2300.7,38654,89.3,2,1,1,0
1483,0,all_other,0.23,501.65,11.3495,9.65,690,7887.0,40304,88.7,4,0,0,1
1484,1,home_improvement,0.23,735.55,10.2344,4.13,662,11349.6,3141,47.9,5,0,1,0
1485,1,small_business,0.23,811.92,11.4862,15.56,654,11033.3,47510,17.1,0,1,0,1
1486,0,credit_card,0.23,375.3,10.8467,27.62,662,4084.5,19881,75.4,6,0,1,1
1487,1,small_business,0.23,636.52,10.3078,0.25,714,10910.1,39031,38.9,3,0,0,1
1488,1,educational,0.23,245.4,11.7018,1.68,638,6944.6,17637,34.5,6,1,1,1
1489,1,debt_consolidation,0.23,604.08,11.778,12.51,704,6761.8,23782,39.1,4,2,0,1
1490,0,educational,0.2155,389.28,11.0582,20.28,799,15178.1,42002,55.9,6,0,1,0
1491,1,small_business,0.23,55.76,11.3253,14.28,781,8172.9,56095,33.4,0,1,0,1
1492,1,all_other,0.23,862.2,11.3605,26.93,753,9965.7,52678,69.0,0,2,0,0
1493,0,major_purchase,0.2291,788.18,11.7375,1.32,807,10568.8,43579,64.8,0,2,1,1
1494,1,small_business,0.2103,297.21,11.3368,10.2,783,10570.9,32312,50.9,6,1,1,0
1495,1,major_purchase,0.23,898.09,10.1034,10.54,757,4623.1,31660,5.4,7,0,0,1
1496,0,debt_consolidation,0.23,319.56,12.1059,10.2,801,11190.7,57936,93.7,7,2,0,0
1497,0,debt_consolidation,0.23,440.02,11.5394,14.63,646,6688.6,12411,41.2,2,0,1,0
1498,1,small_business,0.2171,773.57,10.5943,23.72,791,12135.3,57244,44.9,2,0,0,1
1499,0,all_other,0.23,308.91,10.2822,9.54,682,3476.9,38938,45.6,2,1,1,1
